train_size,train_mae,train_mae_std,cv_mae,cv_mae_std
316,1.9496261645843702,0.0815650231181893,2.33048819454946,0.530850238988831
886,1.893631107108503,0.034373942219866,2.2611547270990395,0.5692622107658425
1456,1.9037002332796895,0.05474282289827278,2.2588552157785324,0.5765779517538974
2026,2.0572360773735134,0.20476666886964692,2.3288116487166066,0.5250120045268382
2596,2.216447833689947,0.14180966006391005,2.327266088521513,0.5586100545115602
3166,2.1617445374837727,0.12183520527877802,2.276676549200166,0.5299953616670345
